user_id,age,gender,height_cm,weight_kg,bmi,shoe_size,apparel_size,foot_arch_type,primary_sport,fitness_level,workouts_per_week,indoor_or_outdoor,budget_min,budget_max,preferred_brands,style_preference,color_preference,material_preference,location,climate
U00909,27,female,161.2,62.4,24.0,8.0,M,normal,training,intermediate,4,both,40,96,Adidas,athleisure,grey,nylon,"Philadelphia, PA",temperate
U00910,50,female,155.9,61.5,25.3,7.5,L,normal,lifestyle,intermediate,3,outdoor,25,67,Adidas|Nike|Jordan,casual,pink,mesh,"New York, NY",continental
U00911,18,male,179.1,74.1,23.1,10.5,M,normal,yoga,intermediate,3,both,11,47,Jordan|Nike,performance,navy,knit,"Charlotte, NC",temperate
U00912,18,male,173.2,73.5,24.5,9.5,M,high,training,beginner,2,indoor,39,88,Nike,athleisure,navy,knit,"Philadelphia, PA",temperate
U00913,33,male,169.4,67.1,23.4,8.0,M,high,training,intermediate,2,both,23,63,Adidas,performance,beige,knit,"Las Vegas, NV",hot
U00914,18,male,172.4,64.8,21.8,8.5,S,normal,running,beginner,3,outdoor,10,39,Nike|Adidas|Jordan,performance,navy,cotton,"San Diego, CA",hot
U00915,38,male,175.4,73.8,24.0,9.5,M,low,training,intermediate,4,both,21,73,Adidas|Jordan,athleisure,brown,synthetic,"Los Angeles, CA",hot
U00916,42,female,170.8,67.7,23.2,9.5,M,low,yoga,beginner,3,indoor,43,105,Adidas|Nike,athleisure,blue,synthetic,"Phoenix, AZ",hot
U00917,44,female,154.6,62.4,26.1,7.0,L,normal,swimming,beginner,3,indoor,35,100,Nike|Adidas|Jordan,performance,green,rubber,"Chicago, IL",continental
U00918,18,male,185.3,79.3,23.1,11.5,M,normal,outdoor,intermediate,3,outdoor,48,147,Adidas,performance,blue,fleece,"Philadelphia, PA",temperate
U00919,47,male,191.5,86.9,23.7,12.5,L,high,training,advanced,5,outdoor,33,119,Adidas,performance,navy,synthetic,"Los Angeles, CA",hot
U00920,54,female,171.3,89.2,30.4,11.0,XL,high,lifestyle,beginner,3,both,26,115,Jordan,athleisure,grey,polyester,"Portland, OR",temperate
U00921,34,female,168.8,68.7,24.1,9.5,M,normal,basketball,intermediate,4,outdoor,25,75,Nike|Jordan,casual,red,mesh,"San Diego, CA",hot
U00922,37,male,181.8,79.0,23.9,11.5,M,normal,swimming,advanced,3,outdoor,24,120,Jordan|Nike|Adidas,performance,black,leather,"Phoenix, AZ",hot
U00923,60,male,168.0,77.9,27.6,8.5,L,high,lifestyle,intermediate,2,both,25,64,Nike,casual,pink,gore-tex,"Charlotte, NC",temperate
U00924,31,female,154.6,66.9,28.0,7.5,XL,normal,lifestyle,beginner,4,indoor,10,49,Nike|Adidas|Jordan,casual,blue,rubber,"Portland, OR",temperate
U00925,55,male,172.1,64.9,21.9,9.0,S,high,yoga,intermediate,3,indoor,19,101,Nike|Jordan,athleisure,pink,fleece,"Dallas, TX",hot
U00926,53,male,187.8,75.8,21.5,11.5,S,high,running,intermediate,3,outdoor,13,74,Adidas|Nike,casual,black,cotton,"Las Vegas, NV",hot
U00927,18,female,168.8,78.9,27.7,9.5,XL,high,yoga,beginner,5,both,23,59,Jordan|Nike,casual,white,fleece,"Detroit, MI",continental
U00928,21,male,191.5,82.5,22.5,12.5,L,normal,training,advanced,3,indoor,13,45,Jordan|Nike,performance,navy,mesh,"Atlanta, GA",temperate
U00929,38,male,176.5,77.3,24.8,9.5,M,normal,lifestyle,intermediate,4,indoor,31,116,Nike|Adidas,casual,blue,synthetic,"Orlando, FL",tropical
U00930,18,female,168.1,70.1,24.8,9.0,L,normal,running,advanced,4,outdoor,26,86,Adidas|Jordan,performance,black,cotton,"Denver, CO",cold
U00931,19,male,174.2,96.8,31.9,10.0,XL,high,training,intermediate,5,outdoor,21,65,Nike|Adidas,performance,black,cotton,"Seattle, WA",temperate
U00932,42,male,175.4,84.6,27.5,9.5,L,normal,football,beginner,5,outdoor,21,50,Adidas,performance,grey,knit,"Houston, TX",tropical
U00933,51,male,174.2,79.8,26.3,9.0,L,normal,running,beginner,3,outdoor,25,97,Nike|Adidas,athleisure,grey,cotton,"Las Vegas, NV",hot
U00934,35,male,178.4,86.9,27.3,10.0,L,normal,basketball,intermediate,4,indoor,27,130,Nike|Adidas,casual,grey,leather,"Minneapolis, MN",cold
U00935,19,male,169.9,71.3,24.7,8.5,M,normal,tennis,intermediate,4,both,33,80,Jordan|Adidas|Nike,performance,beige,polyester,"Chicago, IL",continental
U00936,19,female,163.4,55.3,20.7,8.0,S,low,training,intermediate,2,indoor,19,64,Adidas,athleisure,black,synthetic,"San Diego, CA",hot
U00937,49,female,158.3,61.4,24.5,7.5,L,high,training,advanced,3,indoor,74,229,Adidas,casual,pink,cotton,"Dallas, TX",hot
U00938,26,male,180.8,98.7,30.2,11.5,XL,normal,training,beginner,2,indoor,27,138,Jordan,athleisure,black,gore-tex,"Orlando, FL",tropical
U00939,25,male,174.2,64.0,21.1,9.5,S,normal,running,advanced,3,outdoor,67,163,Adidas|Nike,athleisure,black,rubber,"Seattle, WA",temperate
U00940,47,male,182.5,80.9,24.3,10.5,M,normal,running,advanced,3,outdoor,36,84,Jordan|Adidas,performance,red,fleece,"Orlando, FL",tropical
U00941,18,female,165.5,48.2,17.6,8.5,XS,normal,training,intermediate,3,indoor,18,64,Nike,retro,yellow,synthetic,"Houston, TX",tropical
U00942,46,male,174.7,84.5,27.7,9.5,L,normal,outdoor,beginner,4,outdoor,13,82,Adidas|Nike,performance,white,synthetic,"Portland, OR",temperate
U00943,52,female,174.5,65.2,21.4,10.5,S,high,running,beginner,3,both,10,54,Adidas|Nike,performance,navy,synthetic,"Houston, TX",tropical
U00944,18,male,177.1,72.5,23.1,10.5,M,high,training,intermediate,2,both,14,60,Adidas|Nike,performance,red,polyester,"Miami, FL",tropical
U00945,37,female,151.5,65.0,28.3,7.0,XL,normal,training,beginner,2,both,13,44,Adidas,performance,red,polyester,"Orlando, FL",tropical
U00946,26,female,162.2,48.9,18.6,8.5,S,high,training,intermediate,3,outdoor,31,109,Nike|Adidas,performance,navy,knit,"San Francisco, CA",temperate
U00947,47,female,153.0,58.8,25.1,7.5,L,normal,training,beginner,4,outdoor,11,35,Nike,performance,brown,synthetic,"Los Angeles, CA",hot
U00948,18,male,180.3,89.1,27.4,10.5,L,normal,running,advanced,3,outdoor,30,133,Adidas,performance,black,polyester,"Phoenix, AZ",hot
U00949,30,female,158.3,63.4,25.3,8.0,L,normal,training,beginner,5,indoor,14,67,Nike|Jordan,performance,green,mesh,"Detroit, MI",continental
U00950,36,female,159.4,90.5,35.6,8.5,XXL,normal,training,beginner,5,both,24,54,Adidas,athleisure,multi,mesh,"Los Angeles, CA",hot
U00951,18,female,170.8,69.1,23.7,10.0,M,normal,basketball,advanced,4,both,20,87,Adidas,performance,grey,fleece,"San Diego, CA",hot
U00952,45,female,165.5,48.2,17.6,9.0,XS,normal,running,intermediate,4,outdoor,70,161,Nike,athleisure,green,gore-tex,"San Diego, CA",hot
U00953,30,female,177.6,69.4,22.0,10.0,M,normal,running,intermediate,4,both,19,60,Jordan|Nike,performance,red,mesh,"Denver, CO",cold
U00954,57,female,151.5,67.5,29.4,6.5,XL,normal,running,intermediate,3,outdoor,16,93,Nike|Adidas,athleisure,white,nylon,"Boston, MA",continental
U00955,23,male,173.7,79.4,26.3,9.0,L,normal,outdoor,intermediate,3,outdoor,38,117,Nike|Jordan,performance,grey,fleece,"Los Angeles, CA",hot
U00956,34,male,173.2,75.0,25.0,8.5,M,normal,training,intermediate,2,indoor,50,112,Nike,athleisure,purple,mesh,"Miami, FL",tropical
U00957,18,female,169.9,71.6,24.8,10.0,L,high,training,beginner,2,indoor,36,89,Adidas,performance,blue,mesh,"Dallas, TX",hot
U00958,21,male,177.1,83.1,26.5,11.0,L,low,running,beginner,3,outdoor,10,35,Nike|Jordan|Adidas,athleisure,white,synthetic,"Denver, CO",cold
U00959,38,female,160.1,72.3,28.2,8.0,XL,normal,yoga,beginner,4,both,10,47,Nike,athleisure,multi,polyester,"Phoenix, AZ",hot
U00960,41,male,177.1,63.7,20.3,10.0,S,normal,lifestyle,advanced,2,indoor,39,136,Nike|Adidas,casual,white,synthetic,"Philadelphia, PA",temperate
U00961,46,male,178.4,103.4,32.5,11.0,XXL,low,swimming,beginner,5,both,47,259,Adidas,performance,black,fleece,"Phoenix, AZ",hot
U00962,46,male,181.3,86.1,26.2,11.0,L,normal,lifestyle,intermediate,3,outdoor,31,130,Nike|Adidas,retro,black,mesh,"Seattle, WA",temperate
U00963,52,male,180.3,67.3,20.7,10.5,S,high,training,beginner,2,indoor,37,87,Nike|Jordan,athleisure,multi,knit,"San Diego, CA",hot
U00964,18,male,169.5,88.2,30.7,9.0,XL,low,yoga,intermediate,5,indoor,39,113,Nike|Adidas,athleisure,white,polyester,"Boston, MA",continental
U00965,29,female,170.4,77.2,26.6,10.0,L,normal,swimming,beginner,3,indoor,26,67,Nike|Jordan,performance,purple,synthetic,"Portland, OR",temperate
U00966,38,female,163.4,48.6,18.2,9.0,XS,low,lifestyle,intermediate,3,outdoor,51,163,Adidas,casual,purple,synthetic,"New York, NY",continental
U00967,37,female,157.2,52.4,21.2,7.5,S,low,yoga,advanced,4,indoor,15,75,Adidas,athleisure,black,fleece,"Houston, TX",tropical
U00968,18,female,168.8,56.7,19.9,9.5,S,normal,basketball,intermediate,3,outdoor,19,97,Nike|Adidas,casual,green,mesh,"Seattle, WA",temperate
U00969,18,male,165.2,63.6,23.3,7.5,M,high,skateboarding,beginner,4,outdoor,24,64,Jordan|Nike,casual,navy,synthetic,"Charlotte, NC",temperate
U00970,18,male,172.4,64.8,21.8,8.5,S,normal,training,advanced,3,both,58,208,Nike|Jordan,performance,red,nylon,"San Francisco, CA",temperate
U00971,25,female,176.3,73.7,23.7,11.0,M,normal,running,beginner,4,outdoor,12,40,Nike|Adidas,athleisure,grey,nylon,"Boston, MA",continental
U00972,40,male,176.5,77.3,24.8,9.5,M,normal,yoga,intermediate,4,indoor,14,67,Nike|Adidas|Jordan,athleisure,black,leather,"Atlanta, GA",temperate
U00973,21,female,145.3,51.7,24.5,5.5,L,normal,yoga,beginner,3,indoor,10,35,Adidas,athleisure,black,synthetic,"San Francisco, CA",temperate
U00974,20,male,177.1,72.5,23.1,10.0,M,normal,running,intermediate,2,outdoor,20,107,Adidas,athleisure,black,mesh,"Seattle, WA",temperate
U00975,19,female,166.3,47.0,17.0,8.5,XS,normal,training,advanced,3,both,36,170,Nike,performance,white,knit,"Las Vegas, NV",hot
U00976,39,female,164.8,62.5,23.0,8.5,M,normal,running,beginner,5,outdoor,18,44,Nike|Adidas,casual,red,mesh,"Miami, FL",tropical
U00977,20,male,191.6,97.7,26.6,13.5,XL,normal,training,beginner,2,both,43,119,Adidas,performance,white,cotton,"Dallas, TX",hot
U00978,36,male,181.8,79.0,23.9,11.0,M,normal,running,advanced,3,indoor,75,186,Jordan,casual,grey,rubber,"Phoenix, AZ",hot
U00979,38,female,167.2,50.0,17.9,8.5,XS,high,training,intermediate,2,outdoor,46,111,Jordan,performance,navy,mesh,"Charlotte, NC",temperate
U00980,27,female,155.9,73.6,30.3,8.0,XL,normal,training,intermediate,4,indoor,31,96,Nike,performance,red,gore-tex,"San Francisco, CA",temperate
U00981,31,female,162.9,73.0,27.5,8.5,XL,normal,basketball,intermediate,4,indoor,37,155,Nike,casual,purple,synthetic,"San Francisco, CA",temperate
U00982,22,male,177.7,88.7,28.1,9.5,L,normal,lifestyle,intermediate,2,outdoor,30,101,Nike,retro,grey,mesh,"New York, NY",continental
U00983,63,female,159.4,66.8,26.3,8.5,L,normal,outdoor,beginner,3,outdoor,18,118,Nike,casual,pink,mesh,"Los Angeles, CA",hot
U00984,35,male,176.0,69.1,22.3,9.5,S,normal,lifestyle,advanced,2,outdoor,39,99,Adidas|Nike,athleisure,grey,synthetic,"Orlando, FL",tropical
U00985,19,male,181.3,95.0,28.9,11.0,XL,normal,training,intermediate,4,indoor,18,45,Jordan,retro,pink,knit,"Detroit, MI",continental
U00986,32,female,158.9,49.7,19.7,7.5,S,high,running,intermediate,3,outdoor,23,77,Adidas,performance,beige,polyester,"Phoenix, AZ",hot
U00987,42,female,161.2,70.7,27.2,8.5,L,normal,training,beginner,5,indoor,22,82,Jordan,casual,white,knit,"Miami, FL",tropical
U00988,52,male,180.8,71.6,21.9,10.5,S,normal,training,advanced,5,indoor,28,138,Adidas|Nike,casual,blue,polyester,"Minneapolis, MN",cold
U00989,19,male,180.8,91.2,27.9,10.0,L,normal,skateboarding,beginner,3,indoor,16,91,Nike|Adidas,casual,white,knit,"New York, NY",continental
U00990,28,female,164.0,60.5,22.5,9.0,M,high,swimming,advanced,4,indoor,35,140,Nike,performance,blue,cotton,"Detroit, MI",continental
U00991,47,female,164.8,55.9,20.6,8.5,S,low,training,advanced,4,indoor,112,260,Jordan,performance,blue,cotton,"New York, NY",continental
U00992,46,female,167.2,62.1,22.2,9.5,M,high,basketball,beginner,3,both,10,46,Nike,casual,orange,fleece,"Dallas, TX",hot
U00993,33,male,187.8,75.5,21.4,12.0,S,normal,training,advanced,4,indoor,118,271,Adidas|Nike|Jordan,athleisure,green,cotton,"Denver, CO",cold
U00994,43,male,177.2,91.1,29.0,10.5,XL,low,training,advanced,2,indoor,90,293,Nike|Jordan|Adidas,casual,grey,synthetic,"Miami, FL",tropical
U00995,45,male,174.2,72.8,24.0,9.0,M,high,running,beginner,4,outdoor,14,51,Nike|Jordan,performance,black,nylon,"Houston, TX",tropical
U00996,26,male,163.5,73.5,27.5,7.5,L,normal,training,intermediate,4,both,24,129,Adidas|Nike|Jordan,performance,white,nylon,"Dallas, TX",hot
U00997,18,female,156.5,64.7,26.4,7.5,L,normal,yoga,beginner,3,indoor,10,60,Adidas,athleisure,blue,nylon,"Detroit, MI",continental
U00998,53,female,160.6,58.8,22.8,8.0,M,normal,training,intermediate,5,indoor,41,130,Nike|Adidas,performance,multi,knit,"Minneapolis, MN",cold
U00999,30,female,166.9,51.0,18.3,9.5,XS,high,basketball,beginner,3,indoor,37,111,Nike|Adidas,athleisure,red,polyester,"Denver, CO",cold
U01000,54,female,156.5,76.7,31.3,8.0,XL,normal,training,intermediate,4,indoor,44,158,Nike,performance,white,cotton,"Boston, MA",continental
U01001,45,female,161.2,65.5,25.2,7.5,L,normal,basketball,intermediate,3,outdoor,31,130,Adidas|Nike,retro,multi,fleece,"Denver, CO",cold
U01002,61,male,191.6,58.7,16.0,12.5,S,high,training,beginner,2,indoor,11,70,Nike|Jordan,athleisure,yellow,cotton,"Portland, OR",temperate
U01003,43,female,145.5,76.2,36.0,6.5,XXL,low,running,beginner,2,outdoor,10,38,Adidas|Nike|Jordan,performance,blue,knit,"Los Angeles, CA",hot
U01004,24,female,160.6,78.4,30.4,8.5,XL,normal,yoga,intermediate,3,indoor,31,85,Nike,athleisure,pink,leather,"Los Angeles, CA",hot
U01005,34,female,155.9,49.1,20.2,7.0,S,high,football,intermediate,4,outdoor,22,66,Adidas,performance,black,synthetic,"Miami, FL",tropical
U01006,27,male,190.5,83.1,22.9,13.0,L,normal,swimming,intermediate,4,indoor,21,104,Nike,performance,multi,cotton,"Los Angeles, CA",hot
U01007,41,female,164.9,66.6,24.5,8.5,L,normal,football,intermediate,2,outdoor,65,168,Nike,performance,black,synthetic,"Houston, TX",tropical
U01008,20,male,183.6,63.7,18.9,10.5,XS,high,training,beginner,3,indoor,10,53,Jordan,performance,purple,fleece,"San Diego, CA",hot
U01009,40,female,166.9,71.9,25.8,9.0,L,normal,football,intermediate,3,outdoor,14,37,Nike,performance,blue,fleece,"Minneapolis, MN",cold
U01010,47,male,180.3,91.3,28.1,11.0,L,high,lifestyle,intermediate,3,outdoor,21,68,Adidas,athleisure,green,polyester,"Dallas, TX",hot
U01011,38,female,152.6,67.3,28.9,7.0,XL,low,training,intermediate,5,outdoor,49,134,Nike|Jordan,retro,white,synthetic,"Charlotte, NC",temperate
U01012,24,female,172.6,56.6,19.0,9.5,S,normal,tennis,beginner,2,outdoor,10,43,Nike|Jordan,performance,blue,polyester,"San Diego, CA",hot
U01013,18,male,183.6,84.6,25.1,11.5,M,normal,running,advanced,2,outdoor,70,188,Nike,performance,navy,fleece,"San Diego, CA",hot
U01014,61,female,173.5,62.3,20.7,10.5,S,normal,tennis,advanced,3,outdoor,30,81,Adidas,athleisure,grey,cotton,"Minneapolis, MN",cold
U01015,45,female,168.5,65.9,23.2,9.5,M,normal,training,intermediate,4,indoor,25,123,Adidas|Nike,performance,blue,cotton,"Houston, TX",tropical
U01016,33,male,173.3,81.7,27.2,9.5,L,normal,training,beginner,4,outdoor,15,78,Adidas,performance,multi,knit,"New York, NY",continental
U01017,28,female,161.2,66.3,25.5,7.5,L,normal,lifestyle,intermediate,2,indoor,55,146,Nike,athleisure,blue,leather,"Dallas, TX",hot
U01018,51,female,157.6,53.2,21.4,7.5,S,normal,training,intermediate,4,indoor,22,80,Nike|Jordan,performance,black,polyester,"San Francisco, CA",temperate
U01019,56,female,169.9,65.2,22.6,10.0,M,normal,running,intermediate,4,both,41,119,Nike,performance,blue,nylon,"Atlanta, GA",temperate
U01020,26,female,165.9,58.6,21.3,9.5,S,normal,running,intermediate,5,outdoor,30,198,Adidas,athleisure,brown,polyester,"Chicago, IL",continental
U01021,32,female,163.5,76.5,28.6,9.0,XL,normal,football,advanced,5,both,13,64,Adidas|Nike|Jordan,performance,white,leather,"San Francisco, CA",temperate
U01022,27,female,162.2,88.7,33.7,9.0,XXL,low,training,advanced,3,indoor,63,169,Nike|Adidas,performance,white,polyester,"Portland, OR",temperate
U01023,49,male,187.0,76.2,21.8,11.0,S,high,basketball,advanced,3,indoor,16,77,Nike|Adidas|Jordan,retro,white,synthetic,"Miami, FL",tropical
U01024,20,male,188.5,78.2,22.0,12.0,S,normal,training,intermediate,4,both,10,60,Adidas|Jordan,casual,grey,leather,"Minneapolis, MN",cold
U01025,46,male,178.4,64.0,20.1,10.0,S,high,outdoor,intermediate,4,outdoor,15,76,Adidas,casual,blue,leather,"Portland, OR",temperate
U01026,36,female,159.4,65.0,25.6,8.5,L,high,skateboarding,advanced,3,outdoor,64,160,Nike|Adidas,casual,white,polyester,"San Francisco, CA",temperate
U01027,38,female,169.9,55.7,19.3,10.0,S,normal,running,intermediate,4,outdoor,31,123,Adidas|Nike|Jordan,athleisure,black,fleece,"San Diego, CA",hot
U01028,22,female,171.4,74.0,25.2,9.5,L,high,training,advanced,3,both,61,198,Nike|Adidas|Jordan,athleisure,white,leather,"Minneapolis, MN",cold
U01029,51,female,167.3,69.7,24.9,9.0,L,normal,running,beginner,4,outdoor,24,73,Nike|Jordan,performance,grey,knit,"Portland, OR",temperate
U01030,25,male,167.2,83.3,29.8,8.5,XL,normal,lifestyle,advanced,4,both,57,219,Adidas,casual,blue,cotton,"Denver, CO",cold
U01031,42,female,165.9,65.5,23.8,9.5,M,high,yoga,intermediate,4,indoor,12,67,Nike|Adidas,athleisure,red,fleece,"Chicago, IL",continental
U01032,39,female,156.0,64.0,26.3,7.0,L,normal,training,intermediate,5,indoor,37,164,Nike,performance,green,mesh,"Chicago, IL",continental
U01033,29,male,179.1,86.3,26.9,10.0,L,normal,training,intermediate,5,indoor,10,35,Nike,performance,yellow,synthetic,"Minneapolis, MN",cold
U01034,18,female,164.0,57.6,21.4,8.5,S,normal,training,beginner,3,indoor,43,101,Adidas,athleisure,white,mesh,"San Diego, CA",hot
U01035,32,female,165.9,64.4,23.4,8.0,M,normal,running,advanced,3,both,108,291,Nike,athleisure,red,cotton,"Dallas, TX",hot
U01036,51,female,177.6,71.3,22.6,11.0,M,high,lifestyle,intermediate,3,outdoor,57,144,Adidas,casual,black,knit,"Las Vegas, NV",hot
U01037,48,male,171.3,73.4,25.0,9.0,M,normal,running,beginner,2,outdoor,65,166,Nike|Adidas|Jordan,performance,red,leather,"New York, NY",continental
U01038,62,male,157.7,73.1,29.4,7.0,XL,normal,yoga,beginner,3,indoor,10,35,Nike|Adidas,athleisure,beige,leather,"Los Angeles, CA",hot
U01039,49,female,160.6,81.0,31.4,8.5,XL,normal,outdoor,intermediate,2,outdoor,55,146,Jordan|Nike,performance,purple,synthetic,"Minneapolis, MN",cold
U01040,31,female,168.8,61.8,21.7,9.5,M,normal,training,intermediate,5,indoor,33,111,Nike|Adidas,retro,navy,polyester,"Charlotte, NC",temperate
U01041,27,male,165.2,83.2,30.5,8.5,XL,normal,training,beginner,3,indoor,28,72,Nike,athleisure,white,mesh,"Philadelphia, PA",temperate
U01042,20,female,169.9,68.7,23.8,9.0,M,normal,training,intermediate,2,indoor,23,53,Nike|Adidas,performance,black,cotton,"Portland, OR",temperate
U01043,34,female,177.6,71.3,22.6,11.0,M,normal,training,intermediate,4,both,32,124,Adidas|Nike,athleisure,blue,knit,"San Diego, CA",hot
U01044,27,female,173.6,68.1,22.6,10.5,M,normal,skateboarding,intermediate,5,outdoor,40,122,Nike,retro,grey,polyester,"Chicago, IL",continental
U01045,46,female,168.5,65.9,23.2,9.0,M,normal,yoga,beginner,3,outdoor,12,49,Nike,casual,red,mesh,"Boston, MA",continental
U01046,43,male,178.4,103.8,32.6,10.5,XXL,normal,running,beginner,5,outdoor,26,63,Nike|Jordan,performance,black,polyester,"Miami, FL",tropical
U01047,49,male,174.2,88.6,29.2,9.5,XL,normal,training,advanced,3,indoor,21,95,Nike|Jordan,performance,black,polyester,"Denver, CO",cold
U01048,59,male,171.3,76.9,26.2,9.5,L,normal,running,advanced,3,indoor,29,115,Jordan,athleisure,pink,mesh,"San Francisco, CA",temperate
U01049,48,male,189.1,80.8,22.6,12.0,M,normal,lifestyle,beginner,4,both,40,97,Nike|Jordan,casual,navy,nylon,"Dallas, TX",hot
U01050,19,female,167.3,69.4,24.8,9.5,L,normal,training,intermediate,3,outdoor,23,130,Nike|Adidas,performance,grey,mesh,"Seattle, WA",temperate
U01051,48,male,182.5,81.3,24.4,11.0,M,normal,outdoor,advanced,3,outdoor,68,228,Nike|Adidas|Jordan,performance,green,mesh,"San Francisco, CA",temperate
U01052,57,female,169.9,75.6,26.2,9.5,L,low,training,beginner,3,indoor,26,80,Jordan|Adidas,athleisure,blue,knit,"Los Angeles, CA",hot
U01053,18,female,171.4,47.0,16.0,10.0,XS,high,basketball,beginner,2,indoor,26,80,Adidas,casual,orange,knit,"Houston, TX",tropical
U01054,36,female,167.3,63.3,22.6,9.0,M,high,tennis,intermediate,5,indoor,15,80,Adidas|Nike,casual,yellow,nylon,"Philadelphia, PA",temperate
U01055,32,female,156.5,68.8,28.1,8.0,XL,normal,yoga,intermediate,3,both,20,121,Nike|Adidas|Jordan,athleisure,green,synthetic,"Charlotte, NC",temperate
U01056,49,female,177.7,61.3,19.4,11.0,S,normal,basketball,beginner,2,indoor,28,103,Nike,performance,beige,mesh,"Atlanta, GA",temperate
U01057,19,male,179.1,85.0,26.5,10.5,L,normal,running,advanced,4,outdoor,22,76,Adidas|Nike,athleisure,black,cotton,"Phoenix, AZ",hot
U01058,55,female,177.7,50.5,16.0,11.0,XS,normal,yoga,advanced,2,indoor,40,92,Adidas|Nike,athleisure,black,polyester,"Miami, FL",tropical
U01059,47,female,174.3,67.1,22.1,10.0,M,normal,training,intermediate,3,indoor,21,57,Nike,performance,orange,rubber,"Las Vegas, NV",hot
U01060,54,male,171.3,78.9,26.9,8.5,L,high,tennis,beginner,2,outdoor,12,35,Nike|Jordan,performance,pink,cotton,"Atlanta, GA",temperate
U01061,39,female,162.2,64.2,24.4,8.0,M,low,training,advanced,4,both,23,106,Nike,performance,grey,mesh,"New York, NY",continental
U01062,19,female,156.0,70.8,29.1,7.5,XL,high,training,beginner,3,indoor,18,43,Nike,casual,blue,mesh,"San Francisco, CA",temperate
U01063,35,female,161.6,61.1,23.4,8.5,M,low,football,advanced,5,outdoor,65,311,Adidas|Nike,performance,black,gore-tex,"Charlotte, NC",temperate
U01064,29,male,168.7,83.7,29.4,8.5,XL,normal,tennis,intermediate,3,both,38,87,Jordan|Nike,performance,grey,polyester,"Denver, CO",cold
U01065,19,male,168.7,63.7,22.4,8.5,S,normal,training,beginner,4,indoor,15,35,Adidas|Nike|Jordan,athleisure,black,mesh,"Miami, FL",tropical
U01066,32,male,174.2,81.0,26.7,9.5,L,normal,training,beginner,3,indoor,31,70,Nike,performance,black,polyester,"Philadelphia, PA",temperate
U01067,18,female,153.0,66.9,28.6,7.0,XL,high,training,intermediate,3,indoor,19,80,Nike|Adidas,performance,red,mesh,"New York, NY",continental
U01068,54,male,169.9,71.0,24.6,9.0,M,normal,running,advanced,4,outdoor,23,119,Jordan,athleisure,navy,leather,"Las Vegas, NV",hot
U01069,25,male,167.2,83.3,29.8,7.5,XL,low,lifestyle,advanced,4,indoor,44,129,Adidas|Nike,athleisure,pink,mesh,"Atlanta, GA",temperate
U01070,38,female,166.4,67.6,24.4,9.0,M,high,training,beginner,5,indoor,28,102,Nike|Adidas|Jordan,athleisure,grey,rubber,"Minneapolis, MN",cold
U01071,47,male,175.4,87.7,28.5,9.5,XL,normal,training,intermediate,2,indoor,15,58,Jordan|Adidas,performance,orange,leather,"Miami, FL",tropical
U01072,22,male,183.2,80.9,24.1,11.0,M,low,tennis,advanced,2,indoor,21,67,Nike|Jordan,performance,grey,mesh,"Denver, CO",cold
U01073,18,female,170.8,66.5,22.8,9.5,M,low,training,intermediate,4,indoor,37,105,Adidas,performance,white,fleece,"Charlotte, NC",temperate
U01074,48,female,164.0,53.5,19.9,9.0,S,normal,swimming,advanced,3,indoor,32,127,Nike|Adidas|Jordan,performance,navy,synthetic,"New York, NY",continental
U01075,18,female,170.4,72.3,24.9,10.0,L,high,training,advanced,2,indoor,65,260,Nike,performance,navy,cotton,"Dallas, TX",hot
U01076,21,male,187.0,81.1,23.2,11.5,M,low,training,intermediate,3,indoor,27,81,Adidas,performance,pink,fleece,"Charlotte, NC",temperate
U01077,29,female,169.2,78.4,27.4,9.5,L,normal,running,intermediate,3,outdoor,17,101,Jordan,performance,blue,knit,"Los Angeles, CA",hot
U01078,40,male,191.6,78.2,21.3,12.5,M,normal,swimming,beginner,3,indoor,32,90,Adidas|Jordan,performance,multi,cotton,"Miami, FL",tropical
U01079,56,male,173.7,67.0,22.2,9.5,S,normal,training,intermediate,4,indoor,17,43,Nike|Adidas,performance,blue,mesh,"Boston, MA",continental
U01080,33,male,180.8,82.0,25.1,11.5,M,normal,running,advanced,5,both,79,190,Nike|Adidas,performance,black,fleece,"Dallas, TX",hot
U01081,21,male,165.3,63.7,23.3,8.0,M,normal,football,beginner,4,outdoor,17,46,Adidas|Nike,performance,navy,leather,"New York, NY",continental
U01082,30,male,168.7,82.0,28.8,8.0,XL,normal,training,intermediate,2,indoor,49,162,Nike|Jordan,performance,green,synthetic,"Houston, TX",tropical
U01083,39,male,184.7,75.4,22.1,11.5,S,normal,football,beginner,3,outdoor,21,50,Adidas|Nike|Jordan,performance,blue,polyester,"Chicago, IL",continental
U01084,30,male,177.2,69.1,22.0,10.0,S,low,football,advanced,4,indoor,53,178,Adidas|Nike,performance,white,nylon,"Miami, FL",tropical
U01085,30,male,176.6,74.9,24.0,9.5,M,normal,training,intermediate,4,indoor,35,90,Nike,performance,navy,leather,"Los Angeles, CA",hot
U01086,21,male,171.3,69.5,23.7,9.0,M,normal,training,intermediate,3,indoor,17,102,Nike|Jordan|Adidas,athleisure,red,mesh,"Minneapolis, MN",cold
U01087,25,female,168.1,67.3,23.8,8.5,M,normal,yoga,intermediate,3,indoor,34,94,Nike|Adidas|Jordan,athleisure,red,cotton,"Miami, FL",tropical
U01088,47,female,145.7,50.5,23.8,6.0,M,normal,running,beginner,3,both,13,73,Nike|Jordan,performance,grey,mesh,"San Francisco, CA",temperate
